8.997318000e-06 1.237710000e+01 1.535578000e+00 7.118764000e+00 1.054841270e+02 -2.419357160e+02 -1.038228581e+02
8.997318000e-06 1.238270000e+01 1.540254000e+00 7.116674000e+00 1.066030147e+02 -2.419413872e+02 -1.043446080e+02
8.997318000e-06 1.238152000e+01 1.541602000e+00 7.114707000e+00 1.084587665e+02 -2.429532066e+02 -1.045829937e+02
8.997318000e-06 9.778906000e+00 6.191971000e+00 8.808509000e+00 1.466108501e+02 -2.288573539e+02 -7.169689818e+01
8.997318000e-06 1.238216000e+01 1.540190000e+00 7.114635000e+00 1.078805980e+02 -2.451503057e+02 -1.036096016e+02
8.997318000e-06 1.238681000e+01 1.535545000e+00 7.121168000e+00 1.065294847e+02 -2.444827669e+02 -1.045892516e+02
8.997318000e-06 1.238292000e+01 1.537987000e+00 7.116310000e+00 1.073968842e+02 -2.414337174e+02 -1.046533948e+02
8.997318000e-06 1.237974000e+01 1.527919000e+00 7.105556000e+00 1.074724675e+02 -2.434970546e+02 -1.052506303e+02
8.997318000e-06 1.238018000e+01 1.538378000e+00 7.116069000e+00 1.083773164e+02 -2.401249426e+02 -1.049065452e+02
8.997318000e-06 1.238248000e+01 1.540798000e+00 7.114382000e+00 1.087214993e+02 -2.434549117e+02 -1.060848826e+02
8.997318000e-06 1.238247000e+01 1.539665000e+00 7.116154000e+00 1.075416952e+02 -2.436211364e+02 -1.056428227e+02
8.997318000e-06 1.238640000e+01 1.537747000e+00 7.109147000e+00 1.072686956e+02 -2.440555695e+02 -1.061808040e+02
8.997318000e-06 1.236880000e+01 1.522595000e+00 7.110238000e+00 1.075740601e+02 -2.427771062e+02 -1.046597504e+02
8.997318000e-06 1.238457000e+01 1.538351000e+00 7.114349000e+00 1.076544347e+02 -2.417173750e+02 -1.078645622e+02
8.997318000e-06 1.238464000e+01 1.540208000e+00 7.116015000e+00 1.085182163e+02 -2.430321144e+02 -1.067286610e+02
8.997318000e-06 1.237700000e+01 1.531507000e+00 7.118333000e+00 1.088037316e+02 -2.414503399e+02 -1.048256818e+02
8.997318000e-06 1.356184000e+01 -1.200222000e+00 5.859066000e+00 8.160076003e+01 -2.439144741e+02 -1.204679128e+02
8.997318000e-06 1.238058000e+01 1.540267000e+00 7.117331000e+00 1.082532346e+02 -2.407421250e+02 -1.039696247e+02
