8.997318000e-06 1.241689000e+01 1.456197000e+00 7.086198000e+00 1.064937953e+02 -2.408709002e+02 -1.054261440e+02
8.997318000e-06 1.242682000e+01 1.452239000e+00 7.083404000e+00 1.063348063e+02 -2.441904071e+02 -1.051587178e+02
8.997318000e-06 1.240773000e+01 1.453098000e+00 7.079071000e+00 1.074134089e+02 -2.450425530e+02 -1.061125541e+02
8.997318000e-06 1.244282000e+01 1.451062000e+00 7.096840000e+00 1.062651875e+02 -2.424638215e+02 -1.056626719e+02
8.997318000e-06 1.241504000e+01 1.458457000e+00 7.090122000e+00 1.074622985e+02 -2.411479088e+02 -1.070547547e+02
8.997318000e-06 1.241943000e+01 1.459958000e+00 7.079852000e+00 1.062949124e+02 -2.438965805e+02 -1.063720602e+02
8.997318000e-06 1.241851000e+01 1.461768000e+00 7.083714000e+00 1.079127674e+02 -2.436271987e+02 -1.042374420e+02
8.997318000e-06 1.243997000e+01 1.466641000e+00 7.080781000e+00 1.078217349e+02 -2.437038576e+02 -1.052688172e+02
8.997318000e-06 1.242251000e+01 1.459010000e+00 7.084286000e+00 1.069786825e+02 -2.430335811e+02 -1.039444954e+02
8.997318000e-06 1.241815000e+01 1.454091000e+00 7.084656000e+00 1.090149348e+02 -2.441732957e+02 -1.040872531e+02
8.997318000e-06 1.242162000e+01 1.460262000e+00 7.084187000e+00 1.057803981e+02 -2.438653889e+02 -1.039945584e+02
8.997318000e-06 1.241710000e+01 1.463045000e+00 7.073589000e+00 1.073203231e+02 -2.444635044e+02 -1.055002606e+02
8.997318000e-06 1.241740000e+01 1.461482000e+00 7.081472000e+00 1.050931079e+02 -2.407272626e+02 -1.060669890e+02
8.997318000e-06 1.241871000e+01 1.463284000e+00 7.079445000e+00 1.080216934e+02 -2.454600703e+02 -1.060097881e+02
8.997318000e-06 8.852128000e+00 7.440781000e+00 9.153552000e+00 1.545744788e+02 -2.247935516e+02 -6.188169275e+01
8.997318000e-06 1.244443000e+01 1.468086000e+00 7.086245000e+00 1.052405590e+02 -2.433832396e+02 -1.045034014e+02
8.997318000e-06 1.242130000e+01 1.460120000e+00 7.085367000e+00 1.067972042e+02 -2.414887671e+02 -1.037916665e+02
8.997318000e-06 1.110821000e+01 3.918144000e+00 8.053104000e+00 1.287687821e+02 -2.384147840e+02 -8.823267488e+01
8.997318000e-06 1.242225000e+01 1.463445000e+00 7.080224000e+00 1.058487458e+02 -2.417805403e+02 -1.043680750e+02
8.997318000e-06 1.242209000e+01 1.457936000e+00 7.081372000e+00 1.055765284e+02 -2.435453575e+02 -1.037370079e+02
