8.997318000e-06 5.231000000e+00 1.261856000e+01 -4.302591000e+00 -1.907517155e+02 1.443677947e+02 1.598919085e+02
8.997318000e-06 5.229577000e+00 1.261275000e+01 -4.305121000e+00 -1.903382071e+02 1.432474404e+02 1.597998005e+02
8.997318000e-06 5.226861000e+00 1.261300000e+01 -4.303009000e+00 -1.916554888e+02 1.425909507e+02 1.599214378e+02
8.997318000e-06 5.222705000e+00 1.265063000e+01 -4.313488000e+00 -1.930810121e+02 1.435782275e+02 1.604609836e+02
8.997318000e-06 5.221149000e+00 1.260952000e+01 -4.309891000e+00 -1.911790107e+02 1.415856825e+02 1.593221490e+02
8.997318000e-06 5.240893000e+00 1.262942000e+01 -4.294075000e+00 -1.906694831e+02 1.428251320e+02 1.593144244e+02
8.997318000e-06 5.239816000e+00 1.262689000e+01 -4.306222000e+00 -1.928438975e+02 1.424990383e+02 1.600867825e+02
8.997318000e-06 5.226383000e+00 1.261385000e+01 -4.305304000e+00 -1.946648399e+02 1.447684940e+02 1.622717570e+02
8.997318000e-06 5.229062000e+00 1.261611000e+01 -4.303382000e+00 -1.911814551e+02 1.442839980e+02 1.613924284e+02
8.997318000e-06 2.113682000e+00 1.478185000e+01 -1.532634000e+00 -2.016823569e+02 1.005789346e+02 1.737211172e+02
8.997318000e-06 5.220783000e+00 1.262629000e+01 -4.298705000e+00 -1.920313521e+02 1.428605280e+02 1.615717555e+02
8.997318000e-06 5.229763000e+00 1.262059000e+01 -4.306542000e+00 -1.915712031e+02 1.443856883e+02 1.599891011e+02
8.997318000e-06 4.591050000e+00 1.330395000e+01 -3.786494000e+00 -1.944876640e+02 1.342535120e+02 1.627764933e+02
8.997318000e-06 5.246470000e+00 1.262743000e+01 -4.301752000e+00 -1.925319818e+02 1.420984368e+02 1.607968552e+02
8.997318000e-06 5.231462000e+00 1.261570000e+01 -4.298322000e+00 -1.913376086e+02 1.425958397e+02 1.599604517e+02
8.997318000e-06 5.229095000e+00 1.262216000e+01 -4.307660000e+00 -1.939646429e+02 1.426518672e+02 1.582455997e+02
8.997318000e-06 -8.731250000e+00 1.667543000e+01 7.656141000e+00 -1.831416564e+02 -1.730502540e+01 1.501784228e+02
8.997318000e-06 5.227712000e+00 1.261177000e+01 -4.299081000e+00 -1.910668579e+02 1.445569975e+02 1.581712875e+02
8.997318000e-06 5.221375000e+00 1.261510000e+01 -4.303585000e+00 -1.935244409e+02 1.446525278e+02 1.581556429e+02
8.997318000e-06 5.225392000e+00 1.266135000e+01 -4.264598000e+00 -1.919543021e+02 1.431453589e+02 1.600548087e+02
8.997318000e-06 5.228141000e+00 1.261605000e+01 -4.302449000e+00 -1.913461154e+02 1.453272045e+02 1.594517064e+02
8.997318000e-06 5.225163000e+00 1.261570000e+01 -4.305482000e+00 -1.920250943e+02 1.425901685e+02 1.594641244e+02
8.997318000e-06 3.067961000e+00 1.421240000e+01 -2.465868000e+00 -2.007210894e+02 1.153857400e+02 1.688029201e+02
8.997318000e-06 5.220514000e+00 1.262473000e+01 -4.305838000e+00 -1.922746268e+02 1.436519531e+02 1.594012524e+02
