8.922468222e-02 -1.167716830e+00 1.136646489e+00 5.816175519e-01 -3.988966452e-01 4.235429786e-01 2.268020188e-01 6.456253283e-01 2.964991535e+00
9.258025340e-02 -1.174108860e+00 1.138949522e+00 5.785545297e-01 -3.967145442e-01 4.213226435e-01 2.278584215e-01 6.477458059e-01 2.962054481e+00
8.794624542e-02 -1.160370397e+00 1.135392631e+00 5.840727080e-01 -4.006051893e-01 4.252749182e-01 2.468846457e-01 6.501695919e-01 2.959302535e+00
9.107092005e-02 -1.163753059e+00 1.144114587e+00 5.802377558e-01 -3.978964620e-01 4.223946066e-01 2.281129776e-01 6.449640826e-01 2.962850905e+00
9.126811530e-02 -1.166220260e+00 1.144158419e+00 5.795892896e-01 -3.974493705e-01 4.219476003e-01 2.263940371e-01 6.460242637e-01 2.963680971e+00
9.296122126e-02 -1.170449740e+00 1.142872571e+00 5.783856157e-01 -3.965841835e-01 4.211133585e-01 2.269772682e-01 6.480982122e-01 2.961155126e+00
1.270936549e-01 -1.105927411e+00 1.262371807e+00 5.563537172e-01 -3.806538724e-01 4.029128599e-01 5.741625516e+00 9.722123725e-01 2.633778334e+00
8.965890789e-02 -1.166759375e+00 1.132704515e+00 5.826417607e-01 -3.995860516e-01 4.243147521e-01 2.367959385e-01 6.472139328e-01 2.960932761e+00
9.100299108e-02 -1.175885377e+00 1.130451869e+00 5.805906962e-01 -3.981553012e-01 4.229329081e-01 2.256978453e-01 6.456585106e-01 2.963076361e+00
8.827650251e-02 -1.167883808e+00 1.133156514e+00 5.826994246e-01 -3.996634261e-01 4.243801179e-01 2.396137551e-01 6.498280829e-01 2.959460463e+00
8.827861588e-02 -1.167674012e+00 1.130370931e+00 5.834134027e-01 -4.001522577e-01 4.249271483e-01 2.523869481e-01 6.523224775e-01 2.956444510e+00
8.730151479e-02 -1.172434174e+00 1.122228569e+00 5.845229762e-01 -4.009455321e-01 4.258877334e-01 2.500066753e-01 6.518267483e-01 2.956392599e+00
9.420354301e-02 -1.179494472e+00 1.142275300e+00 5.760607851e-01 -3.949698234e-01 4.195150182e-01 2.293813913e-01 6.479425869e-01 2.961196339e+00
8.932099583e-02 -1.173198689e+00 1.134629684e+00 5.807667030e-01 -3.983167736e-01 4.230051671e-01 2.244954376e-01 6.453047113e-01 2.961403746e+00
8.548534277e-02 -1.156558204e+00 1.136938330e+00 5.854010730e-01 -4.015782186e-01 4.262105306e-01 2.411805055e-01 6.471590050e-01 2.961236888e+00
8.840715319e-02 -1.156812539e+00 1.133527111e+00 5.852311801e-01 -4.013853805e-01 4.260937578e-01 5.696037804e-02 7.099446715e-01 2.893727992e+00
8.490067923e-02 -1.155629250e+00 1.128995988e+00 5.877525110e-01 -4.032051488e-01 4.280034076e-01 2.392835562e-01 6.469567551e-01 2.960949456e+00
8.693185495e-02 -1.171792936e+00 1.123274844e+00 5.845418967e-01 -4.009678752e-01 4.258871945e-01 2.442517105e-01 6.505247279e-01 2.958557817e+00
9.227531493e-02 -1.165110306e+00 1.144163889e+00 5.795419907e-01 -3.973884505e-01 4.218893328e-01 2.398987365e-01 6.507871790e-01 2.959270625e+00
8.989703028e-02 -1.173726789e+00 1.129996329e+00 5.815502951e-01 -3.988397229e-01 4.236246773e-01 2.317696167e-01 6.468500040e-01 2.960290552e+00
1.246453773e-01 -1.226051935e+00 1.135964954e+00 5.581134032e-01 -3.820331407e-01 4.067167712e-01 6.968700841e-01 4.508615067e-01 3.175661509e+00
9.075589368e-02 -1.183622655e+00 1.124815390e+00 5.801626884e-01 -3.978785827e-01 4.227709958e-01 2.258015456e-01 6.448865657e-01 2.962187174e+00
8.362321596e-02 -1.165440572e+00 1.121562739e+00 5.875676496e-01 -4.031246008e-01 4.280758287e-01 2.330728921e-01 6.445308877e-01 2.963522386e+00
1.399142686e-01 -1.105523502e+00 1.285449739e+00 5.480171490e-01 -3.746536397e-01 3.965498755e-01 5.650832407e+00 1.039701095e+00 2.573090643e+00
8.743395039e-02 -1.175521549e+00 1.122384950e+00 5.836938678e-01 -4.003783506e-01 4.253157577e-01 2.313002862e-01 6.457721375e-01 2.962320001e+00
1.329374074e-01 -1.224036409e+00 1.144975913e+00 5.542214984e-01 -3.791699096e-01 4.036847218e-01 7.030876379e-01 4.247411912e-01 3.210053680e+00
1.221282694e-01 -1.122711734e+00 1.234352784e+00 5.601447893e-01 -3.833623735e-01 4.061378176e-01 5.784011898e+00 9.405973420e-01 2.660485603e+00
8.583637315e-02 -1.165895560e+00 1.125947277e+00 5.856732191e-01 -4.017665978e-01 4.266282155e-01 2.299067611e-01 6.441338823e-01 2.962919622e+00
8.731321023e-02 -1.168026077e+00 1.124440035e+00 5.850520716e-01 -4.013030782e-01 4.261992617e-01 2.434696996e-01 6.476603915e-01 2.960586017e+00
8.764842437e-02 -1.168932843e+00 1.128614151e+00 5.837257628e-01 -4.003853708e-01 4.251948880e-01 2.433465874e-01 6.504014614e-01 2.959201722e+00
8.877799848e-02 -1.175090392e+00 1.129321724e+00 5.817337573e-01 -3.989967689e-01 4.237932929e-01 2.364981000e-01 6.468504538e-01 2.960717627e+00
9.098758547e-02 -1.178595373e+00 1.125694555e+00 5.810701690e-01 -3.984881273e-01 4.233637246e-01 2.305526832e-01 6.465403010e-01 2.961037669e+00
8.731096820e-02 -1.168614781e+00 1.127180462e+00 5.842496837e-01 -4.007538120e-01 4.255921545e-01 2.391185915e-01 6.462983851e-01 2.962964715e+00
