-3.468142256e+04 -3.435265819e+04 -3.403594975e+04 -3.367716012e+04 -3.319131256e+04 -3.273160777e+04 -3.229796891e+04 -3.189411092e+04 -3.151906447e+04 -3.107842941e+04 -3.062369917e+04 -3.022356421e+04 -2.989519332e+04 -2.962117461e+04 -2.939724742e+04 -2.921088270e+04 -2.910497325e+04 -2.908016222e+04 -2.912320687e+04 -2.917418592e+04 -2.922456133e+04 -2.928103752e+04 -2.934117684e+04 -2.940229726e+04 -2.946278827e+04 -2.952331608e+04 -2.958350598e+04 -2.964383585e+04 -2.970362835e+04 -2.976335900e+04 -2.982288422e+04 -2.988237345e+04 -2.994189479e+04 -3.000097817e+04 -3.005996404e+04 -3.011937757e+04 -3.017865710e+04 -3.023775571e+04 -3.029621351e+04 -3.035617514e+04 -3.041514881e+04 -3.047415832e+04 -3.053083748e+04 -3.056448058e+04 -3.059765169e+04 -3.063056614e+04 -3.066447128e+04 -3.069587965e+04 -3.072957509e+04 -3.076358605e+04 -3.079532368e+04 -3.082876401e+04 -3.086171063e+04 -3.089335708e+04 -3.092652830e+04 -3.095328863e+04 -3.099150900e+04 -3.102352090e+04 -3.105491373e+04 -3.108618121e+04 -3.111774918e+04 -3.114761888e+04 -3.117876181e+04 -3.120727836e+04 -3.123748617e+04 -3.126799968e+04 -3.129403074e+04 -3.131945644e+04 -3.134805817e+04 -3.137457924e+04 -3.140010766e+04 -3.142409079e+04 -3.144611615e+04 -3.146654946e+04 -3.148701831e+04 -3.151073448e+04 -3.153337017e+04 -1.345798480e+05 -3.207588945e+04 -2.442214789e+04 -2.718825236e+04 -2.541129790e+04 -2.525886887e+04 -2.534108131e+04 -1.244262461e+05 -2.523338791e+04 -2.334731826e+04 -2.297768526e+04 -2.317543912e+04 -2.497734180e+04 -2.830457031e+04 -2.657918450e+04 -3.000409437e+04 -2.853689835e+04 -2.922238228e+04 -2.955747818e+04 -2.956089041e+04 -2.939386528e+04 -2.911845085e+04 -2.926311809e+04
-3.466639390e+04 -3.434109776e+04 -3.402811409e+04 -3.367617413e+04 -3.319797568e+04 -3.274648602e+04 -3.232255607e+04 -3.192645256e+04 -3.156270957e+04 -3.115619879e+04 -3.071952506e+04 -3.034012261e+04 -3.003037874e+04 -2.977882451e+04 -2.958643795e+04 -2.945425538e+04 -2.938453518e+04 -2.937648004e+04 -2.941236031e+04 -2.946316891e+04 -2.951925246e+04 -2.958055114e+04 -2.964382409e+04 -2.970664518e+04 -2.976977837e+04 -2.983219122e+04 -2.989437924e+04 -2.995640261e+04 -3.001805215e+04 -3.007914540e+04 -3.014056068e+04 -3.020121908e+04 -3.026226027e+04 -3.032289703e+04 -3.038351321e+04 -3.044428027e+04 -3.050473341e+04 -3.056519353e+04 -3.062507930e+04 -3.066178752e+04 -3.069586753e+04 -3.073038779e+04 -3.076509610e+04 -3.079901782e+04 -3.083265185e+04 -3.086639058e+04 -3.090043126e+04 -3.093352335e+04 -3.096800320e+04 -3.100096808e+04 -3.103418546e+04 -3.106732175e+04 -3.109863646e+04 -3.113392695e+04 -3.116695035e+04 -3.119957398e+04 -3.123194192e+04 -3.126558823e+04 -3.129536458e+04 -3.132841819e+04 -3.135822746e+04 -3.138908451e+04 -3.141948143e+04 -3.144875778e+04 -3.147763693e+04 -3.150755906e+04 -3.153577617e+04 -3.156103432e+04 -3.158526898e+04 -3.161324776e+04 -3.163618828e+04 -3.165952443e+04 -3.168284479e+04 -3.170441706e+04 -3.173209904e+04 -3.173013233e+04 -3.171747746e+04 -3.110720340e+04 -2.655723568e+04 -2.452249173e+04 -2.736476245e+04 -2.352736078e+04 -2.355825388e+04 -2.599478149e+04 -2.608112039e+04 -2.521523133e+04 -3.241492648e+04 -3.114263030e+04 -3.088685524e+04 -2.989841284e+04 -2.891214564e+04 -2.899591159e+04 -2.916224878e+04 -2.953064422e+04 -2.976430434e+04 -2.947548303e+04 -2.961121684e+04 -2.939238924e+04 -2.934884334e+04 -2.934698239e+04
-3.464954459e+04 -3.432808515e+04 -3.401936213e+04 -3.367265369e+04 -3.320311716e+04 -3.276030675e+04 -3.234562755e+04 -3.196023656e+04 -3.160692378e+04 -3.123729549e+04 -3.082039804e+04 -3.046172621e+04 -3.017138526e+04 -2.994431012e+04 -2.977743753e+04 -2.967289440e+04 -2.963186393e+04 -2.964888110e+04 -2.969687901e+04 -2.975309944e+04 -2.981446933e+04 -2.987931079e+04 -2.994471528e+04 -3.000945496e+04 -3.007427553e+04 -3.013855021e+04 -3.020212565e+04 -3.026543761e+04 -3.032862241e+04 -3.039162810e+04 -3.045420987e+04 -3.051615767e+04 -3.057806107e+04 -3.064014683e+04 -3.070190584e+04 -3.074827934e+04 -3.078353457e+04 -3.081843368e+04 -3.085354582e+04 -3.088910423e+04 -3.092324589e+04 -3.095835747e+04 -3.099291477e+04 -3.102778208e+04 -3.106231989e+04 -3.109628848e+04 -3.113021026e+04 -3.116418524e+04 -3.119922572e+04 -3.123216727e+04 -3.126541941e+04 -3.129980567e+04 -3.133243324e+04 -3.136521855e+04 -3.137365809e+04 -3.143370127e+04 -3.146386877e+04 -3.149569861e+04 -3.152784025e+04 -3.155881376e+04 -3.158959398e+04 -3.162119716e+04 -3.165196342e+04 -3.168021525e+04 -3.170910705e+04 -3.173657088e+04 -3.176507736e+04 -3.179260065e+04 -3.181705017e+04 -3.184154155e+04 -3.186428791e+04 -3.188805445e+04 -3.188716685e+04 -3.188274655e+04 -3.187618713e+04 -3.185399876e+04 -3.180462556e+04 -2.275072217e+04 -2.272818998e+04 -2.447387239e+04 -2.632576816e+04 -3.214171553e+04 -2.912683141e+04 -3.144137189e+04 -3.138277258e+04 -3.129508205e+04 -3.125806788e+04 -3.116875161e+04 -3.107545325e+04 -3.101232453e+04 -3.095215003e+04 -3.085375625e+04 -3.074000966e+04 -3.064081801e+04 -3.055152723e+04 -3.046466060e+04 -3.037346610e+04 -3.027596748e+04 -2.955014548e+04 -2.943922947e+04
-3.463061663e+04 -3.431434038e+04 -3.400916762e+04 -3.366738406e+04 -3.320647006e+04 -3.277386933e+04 -3.236939556e+04 -3.199585789e+04 -3.165412554e+04 -3.132015285e+04 -3.092427493e+04 -3.058865178e+04 -3.031943365e+04 -3.011750311e+04 -2.997761503e+04 -2.990133491e+04 -2.988921943e+04 -2.992644830e+04 -2.998202449e+04 -3.004291062e+04 -3.010864117e+04 -3.017638971e+04 -3.024321099e+04 -3.030952876e+04 -3.037571576e+04 -3.044123822e+04 -3.050596924e+04 -3.057075749e+04 -3.063509985e+04 -3.069910831e+04 -3.076272701e+04 -3.082224919e+04 -3.085891141e+04 -3.089545819e+04 -3.093172387e+04 -3.096754856e+04 -3.100359453e+04 -3.103895597e+04 -3.107448041e+04 -3.111029044e+04 -3.114529780e+04 -3.118076928e+04 -3.121553366e+04 -3.125080927e+04 -3.128516665e+04 -3.131947544e+04 -3.135376858e+04 -3.138719823e+04 -3.142195957e+04 -3.145462082e+04 -3.148890084e+04 -3.152251230e+04 -3.155582522e+04 -3.158930419e+04 -3.162118483e+04 -3.165387443e+04 -3.168618353e+04 -3.171825616e+04 -3.174856679e+04 -3.177982925e+04 -3.181133787e+04 -3.184191149e+04 -3.187153351e+04 -3.189962233e+04 -3.192843165e+04 -3.195538928e+04 -3.198158961e+04 -3.200882807e+04 -3.203476212e+04 -3.203434538e+04 -3.202977334e+04 -3.202520478e+04 -3.200975499e+04 -3.197377075e+04 -3.193178857e+04 -3.188554405e+04 -3.184197381e+04 -3.180147732e+04 -3.175483409e+04 -3.169462241e+04 -3.165456316e+04 -3.158805407e+04 -3.153997134e+04 -3.146534187e+04 -3.142297056e+04 -3.132302055e+04 -3.127838806e+04 -3.120886967e+04 -3.110008583e+04 -3.103198081e+04 -3.097047885e+04 -3.088300465e+04 -3.077012866e+04 -3.066010212e+04 -3.056253022e+04 -3.046977719e+04 -3.037545043e+04 -3.027608183e+04 -3.017011734e+04 -3.004275760e+04
-3.461013755e+04 -3.429835621e+04 -3.399845987e+04 -3.366075206e+04 -3.320908483e+04 -3.278734855e+04 -3.239306223e+04 -3.203065408e+04 -3.170181478e+04 -3.140572275e+04 -3.103456557e+04 -3.072068828e+04 -3.047417948e+04 -3.029872475e+04 -3.018653278e+04 -3.013966786e+04 -3.015428781e+04 -3.020539720e+04 -3.026589022e+04 -3.033142513e+04 -3.040052495e+04 -3.047008998e+04 -3.053831665e+04 -3.060573643e+04 -3.067295686e+04 -3.073965224e+04 -3.080556544e+04 -3.087111480e+04 -3.092190742e+04 -3.095974021e+04 -3.099783822e+04 -3.103528728e+04 -3.107267540e+04 -3.110931415e+04 -3.114585325e+04 -3.118253753e+04 -3.121880864e+04 -3.125458481e+04 -3.129023212e+04 -3.132589010e+04 -3.136089396e+04 -3.139612436e+04 -3.143119596e+04 -3.146559775e+04 -3.150027172e+04 -3.153501579e+04 -3.156904981e+04 -3.160238387e+04 -3.163709831e+04 -3.166953633e+04 -3.170290519e+04 -3.173676702e+04 -3.176950908e+04 -3.180219062e+04 -3.183407495e+04 -3.186645578e+04 -3.189824605e+04 -3.192942200e+04 -3.196059634e+04 -3.199146876e+04 -3.202006631e+04 -3.204892924e+04 -3.207957691e+04 -3.210758356e+04 -3.213375842e+04 -3.216092754e+04 -3.216050522e+04 -3.215847217e+04 -3.215674873e+04 -3.214574646e+04 -3.211335665e+04 -3.208109971e+04 -3.204405131e+04 -3.200541155e+04 -3.196224063e+04 -3.191822430e+04 -3.187819320e+04 -3.183512648e+04 -3.177990863e+04 -3.172832482e+04 -3.168410862e+04 -3.161331954e+04 -3.157109248e+04 -3.148745088e+04 -3.144603955e+04 -3.135544185e+04 -3.128948102e+04 -3.123783947e+04 -3.112605989e+04 -3.104324637e+04 -3.097999251e+04 -3.090403450e+04 -3.079639955e+04 -3.067693220e+04 -3.057264522e+04 -3.047094035e+04 -3.037080321e+04 -3.026829665e+04 -3.012387591e+04 -2.997065419e+04
-3.458826948e+04 -3.428080075e+04 -3.398645407e+04 -3.365360142e+04 -3.321193594e+04 -3.280016859e+04 -3.241758148e+04 -3.206738298e+04 -3.175190490e+04 -3.147095540e+04 -3.114704082e+04 -3.085844083e+04 -3.063625284e+04 -3.048784840e+04 -3.040455767e+04 -3.038716565e+04 -3.042432127e+04 -3.048363023e+04 -3.054916671e+04 -3.061814534e+04 -3.068924488e+04 -3.075942573e+04 -3.082836703e+04 -3.089743161e+04 -3.096511554e+04 -3.101076274e+04 -3.105040137e+04 -3.109018264e+04 -3.112899357e+04 -3.116748246e+04 -3.120551994e+04 -3.124356564e+04 -3.128119463e+04 -3.131795271e+04 -3.135460704e+04 -3.139124334e+04 -3.142750431e+04 -3.146337367e+04 -3.149877032e+04 -3.153470990e+04 -3.156966141e+04 -3.160482994e+04 -3.163929475e+04 -3.167414839e+04 -3.170831107e+04 -3.174275087e+04 -3.177664937e+04 -3.180966148e+04 -3.184333539e+04 -3.187539484e+04 -3.190893436e+04 -3.194252071e+04 -3.197439528e+04 -3.200569286e+04 -3.203739882e+04 -3.206839702e+04 -3.210019864e+04 -3.213081487e+04 -3.216125734e+04 -3.218982278e+04 -3.221904255e+04 -3.224703076e+04 -3.227401115e+04 -3.227567579e+04 -3.227598623e+04 -3.227649877e+04 -3.226937903e+04 -3.223820215e+04 -3.220680685e+04 -3.217497308e+04 -3.214166762e+04 -3.210540423e+04 -3.206767079e+04 -3.202876782e+04 -3.198875230e+04 -3.194966021e+04 -3.190922508e+04 -3.185805509e+04 -3.180321767e+04 -3.176047835e+04 -3.170389451e+04 -3.163784763e+04 -3.159064094e+04 -3.151338667e+04 -3.145949355e+04 -3.138839607e+04 -3.129653459e+04 -3.125256656e+04 -3.115455717e+04 -3.105103397e+04 -3.098184848e+04 -3.091026389e+04 -3.081077853e+04 -3.069302108e+04 -3.057516477e+04 -3.046604142e+04 -3.035023738e+04 -3.020528621e+04 -3.005413452e+04 -2.989671541e+04
-3.456518640e+04 -3.426309271e+04 -3.397359223e+04 -3.364467614e+04 -3.321410316e+04 -3.281326541e+04 -3.244303450e+04 -3.210563568e+04 -3.180365067e+04 -3.153702917e+04 -3.126476003e+04 -3.100219376e+04 -3.080667861e+04 -3.068498962e+04 -3.063136534e+04 -3.064239030e+04 -3.069535418e+04 -3.075972314e+04 -3.082906133e+04 -3.090085081e+04 -3.097293673e+04 -3.104347662e+04 -3.108815036e+04 -3.113008418e+04 -3.117125367e+04 -3.121240772e+04 -3.125235678e+04 -3.129243847e+04 -3.133142846e+04 -3.136993239e+04 -3.140850157e+04 -3.144578794e+04 -3.148374296e+04 -3.152041311e+04 -3.155718641e+04 -3.159319601e+04 -3.162954878e+04 -3.166519138e+04 -3.170075588e+04 -3.173557771e+04 -3.177055053e+04 -3.180553901e+04 -3.183950555e+04 -3.187382399e+04 -3.190817022e+04 -3.194103348e+04 -3.197418468e+04 -3.200825717e+04 -3.204018176e+04 -3.207209551e+04 -3.210386421e+04 -3.213662077e+04 -3.216816457e+04 -3.219837086e+04 -3.222927368e+04 -3.225998327e+04 -3.228966859e+04 -3.231935164e+04 -3.234896837e+04 -3.237667169e+04 -3.237907909e+04 -3.238150195e+04 -3.238353949e+04 -3.237958552e+04 -3.235271780e+04 -3.232491365e+04 -3.229713782e+04 -3.226723986e+04 -3.223512237e+04 -3.220334563e+04 -3.216727928e+04 -3.213123456e+04 -3.209309111e+04 -3.205531584e+04 -3.201583889e+04 -3.197636933e+04 -3.193047340e+04 -3.187484144e+04 -3.182691017e+04 -3.178451465e+04 -3.171453553e+04 -3.166392441e+04 -3.160012447e+04 -3.153613562e+04 -3.146422051e+04 -3.140938118e+04 -3.130407779e+04 -3.125378229e+04 -3.117719725e+04 -3.105750704e+04 -3.097769486e+04 -3.090579572e+04 -3.081904834e+04 -3.070394579e+04 -3.056881327e+04 -3.043729783e+04 -3.028675122e+04 -3.013527197e+04 -2.997922472e+04 -2.981924670e+04
-3.454168553e+04 -3.424413857e+04 -3.396115247e+04 -3.363598957e+04 -3.321615379e+04 -3.282707230e+04 -3.246910010e+04 -3.214551053e+04 -3.185782842e+04 -3.160608704e+04 -3.138775117e+04 -3.115178820e+04 -3.098464799e+04 -3.089046053e+04 -3.086690102e+04 -3.090212742e+04 -3.096486636e+04 -3.103339514e+04 -3.110622872e+04 -3.115323428e+04 -3.119809187e+04 -3.124198129e+04 -3.128476914e+04 -3.132659384e+04 -3.136822768e+04 -3.140942411e+04 -3.144951388e+04 -3.148945308e+04 -3.152857336e+04 -3.156701664e+04 -3.160498670e+04 -3.164257727e+04 -3.167985805e+04 -3.171719380e+04 -3.175314421e+04 -3.178895043e+04 -3.182484873e+04 -3.185997459e+04 -3.189523196e+04 -3.192956722e+04 -3.196359035e+04 -3.199817069e+04 -3.203176724e+04 -3.206498005e+04 -3.209753436e+04 -3.213079559e+04 -3.216321315e+04 -3.219498090e+04 -3.222818955e+04 -3.225860784e+04 -3.228968809e+04 -3.232070364e+04 -3.234979203e+04 -3.238085899e+04 -3.241071019e+04 -3.243996938e+04 -3.246828275e+04 -3.247409899e+04 -3.247648061e+04 -3.248034226e+04 -3.247955406e+04 -3.245560696e+04 -3.243081982e+04 -3.240506382e+04 -3.237833061e+04 -3.235026662e+04 -3.231978645e+04 -3.229030440e+04 -3.225855729e+04 -3.222661562e+04 -3.219244739e+04 -3.215565548e+04 -3.211725413e+04 -3.207833461e+04 -3.203805433e+04 -3.199223346e+04 -3.194107538e+04 -3.189036139e+04 -3.184362244e+04 -3.179097163e+04 -3.172657954e+04 -3.168323436e+04 -3.160918178e+04 -3.155354829e+04 -3.146667551e+04 -3.141748493e+04 -3.131438927e+04 -3.124434380e+04 -3.118579454e+04 -3.106556781e+04 -3.096629782e+04 -3.089679110e+04 -3.080962630e+04 -3.070458905e+04 -3.054673042e+04 -3.038608311e+04 -3.022636633e+04 -3.006444692e+04 -2.990768477e+04 -2.974419025e+04
-3.451703573e+04 -3.422474950e+04 -3.394775658e+04 -3.362664903e+04 -3.321851957e+04 -3.284197523e+04 -3.249677924e+04 -3.218675778e+04 -3.191347048e+04 -3.167822114e+04 -3.148330259e+04 -3.130816929e+04 -3.116890469e+04 -3.110413531e+04 -3.111015847e+04 -3.116364876e+04 -3.120885975e+04 -3.125290544e+04 -3.129927985e+04 -3.134492112e+04 -3.138923454e+04 -3.143329900e+04 -3.147623522e+04 -3.151839054e+04 -3.156028536e+04 -3.160120252e+04 -3.164104530e+04 -3.168060113e+04 -3.171949268e+04 -3.175782170e+04 -3.179585089e+04 -3.183276332e+04 -3.186942629e+04 -3.190588284e+04 -3.194156925e+04 -3.197686500e+04 -3.201253279e+04 -3.204685631e+04 -3.208091292e+04 -3.211486804e+04 -3.214790995e+04 -3.218172959e+04 -3.221403785e+04 -3.224659908e+04 -3.227913119e+04 -3.231098833e+04 -3.234242986e+04 -3.237346673e+04 -3.240424941e+04 -3.243360197e+04 -3.246432799e+04 -3.249403875e+04 -3.252327602e+04 -3.255222304e+04 -3.256025496e+04 -3.256443680e+04 -3.256812768e+04 -3.257124158e+04 -3.255094167e+04 -3.252779731e+04 -3.250371399e+04 -3.247919758e+04 -3.245338113e+04 -3.242736587e+04 -3.239806013e+04 -3.237054326e+04 -3.234112786e+04 -3.230944966e+04 -3.227579954e+04 -3.224434815e+04 -3.220833725e+04 -3.217353519e+04 -3.213308053e+04 -3.209365679e+04 -3.205131521e+04 -3.200140998e+04 -3.195047876e+04 -3.190461930e+04 -3.185903068e+04 -3.179530778e+04 -3.174279788e+04 -3.168552383e+04 -3.160790381e+04 -3.155824499e+04 -3.146825129e+04 -3.141398673e+04 -3.132663339e+04 -3.123043707e+04 -3.117881745e+04 -3.107484583e+04 -3.095311597e+04 -3.087176472e+04 -3.078555695e+04 -3.065838905e+04 -3.050261644e+04 -3.033373533e+04 -3.016632340e+04 -3.000133592e+04 -2.983574907e+04 -2.967038247e+04
-3.449132009e+04 -3.420565366e+04 -3.393418477e+04 -3.361800831e+04 -3.322136137e+04 -3.285699969e+04 -3.252573892e+04 -3.222996082e+04 -3.197215118e+04 -3.175294503e+04 -3.157521064e+04 -3.144085259e+04 -3.135172145e+04 -3.130991336e+04 -3.131489229e+04 -3.135027653e+04 -3.139304761e+04 -3.143940593e+04 -3.148627124e+04 -3.153192451e+04 -3.157690382e+04 -3.162056538e+04 -3.166321476e+04 -3.170516470e+04 -3.174650643e+04 -3.178705118e+04 -3.182664643e+04 -3.186570449e+04 -3.190421837e+04 -3.194199551e+04 -3.197927693e+04 -3.201577288e+04 -3.205190045e+04 -3.208747526e+04 -3.212265680e+04 -3.215690334e+04 -3.219121402e+04 -3.222557952e+04 -3.225831626e+04 -3.229142446e+04 -3.232343737e+04 -3.235583050e+04 -3.238807945e+04 -3.241917283e+04 -3.245066974e+04 -3.248073077e+04 -3.251113308e+04 -3.254047434e+04 -3.257055884e+04 -3.259899886e+04 -3.262820183e+04 -3.264142284e+04 -3.264581258e+04 -3.264528252e+04 -3.265350686e+04 -3.264010975e+04 -3.261824188e+04 -3.259550454e+04 -3.257240835e+04 -3.254866841e+04 -3.252356319e+04 -3.249781808e+04 -3.247227628e+04 -3.244455041e+04 -3.241561963e+04 -3.238650419e+04 -3.235637063e+04 -3.232483171e+04 -3.228910715e+04 -3.225572530e+04 -3.221997148e+04 -3.218300865e+04 -3.214309782e+04 -3.210086855e+04 -3.205499098e+04 -3.200738071e+04 -3.196205220e+04 -3.191435607e+04 -3.185916693e+04 -3.179629898e+04 -3.174828840e+04 -3.168116815e+04 -3.161380732e+04 -3.155292500e+04 -3.147110006e+04 -3.139959944e+04 -3.133163146e+04 -3.121812784e+04 -3.115905576e+04 -3.107383961e+04 -3.094329049e+04 -3.083367890e+04 -3.071927392e+04 -3.059551415e+04 -3.045137771e+04 -3.028485768e+04 -3.011155997e+04 -2.993936273e+04 -2.976680868e+04 -2.959440966e+04
